filename,p/bar,S(g1),f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,UC_volume,Density,ASA,vASA,gASA,NASA,gNASA,vNASA,AVA,AVAf,AVAg,NAVA,NAVAf,NAVAg,POAVA,POAVAf,POAVAg,NPOAVA,NPOAVAf,NPOAVAg,Di,Df,Dif
DB1-Uio66Zr-BDC_A-irmof7_A_No397,0.15,316.16399,486.6785999999997,920.8192000000006,4251.559199999997,4714.176000000003,12084.0,33088.0,72384.0,91776.0,54.0,152.0,432.0,672.0,632.0,2336.0,4812.0,6360.0,38.94480000000001,137.06480000000013,306.56640000000027,470.5872000000002,1.7689,36.60160000000001,26.493600000000004,105.06999999999998,1600.0,2560.0,7440.0,7360.0,1.0,8.0,10.0,24.0,64.0,176.0,368.0,464.0,2.3716000000000004,8.9936,15.369200000000005,27.22720000000001,0.0,-16.88,-6.619999999999998,-47.07999999999999,0.0,256.0,214.0,776.0,0.0,0.0,0.0,0.0,0.0,42.0,34.0,134.0,0.0,6.480000000000003,5.420000000000001,19.28,175.94166666666663,326.6668333333332,465.5683999999999,629.9169666666666,849.6666666666666,1505.3333333333333,2340.0,3022.6666666666665,21.33333333333333,43.0,60.66666666666666,81.0,103.66666666666669,252.3333333333333,362.0,429.6666666666667,10.172533333333332,22.18376666666667,32.27966666666667,41.13316666666668,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.78,0.0,0.8900000000000002,0.8900000000000002,1.7800000000000005,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,11.8336,16.34,17.543999999999997,38.31968888888888,64.0,56.0,96.0,208.88888888888889,1.0,2.0,2.0,4.0,4.0,8.0,12.0,21.88888888888889,0.5328999999999998,0.8322000000000002,1.1242,2.2175777777777776,28.09,83.77768300000001,119.78,205.9933333333333,0.0,2.1299999999999994,1.7800000000000005,2.620555555555556,0.0,9.0,4.0,5.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.9444444444444446,0.0,0.3199999999999999,-0.08,-0.1177777777777778,0.0,-5.207110000000001,-12.000000000000002,-17.666666666666668,2235.84,1.582,0.0,0.0,0.0,179.089,800.991,506.315,0.0,0.0,0.0,82.279,0.0368,0.0232616,0.0,0.0,0.0,543.31,0.243,0.153603,7.04211,3.26166,7.04211
DB1-Uio66Zr-irmof6_A-imdb_No4,0.015,242.171445,486.6785999999997,920.8192000000004,4251.559199999998,4714.176000000003,12084.0,33088.0,72384.0,91776.0,54.0,152.0,432.0,672.0,632.0,2336.0,4812.0,6360.0,38.94480000000002,137.0648000000001,306.56640000000016,470.58720000000017,1.7688999999999997,36.60160000000001,26.49360000000001,105.06999999999996,1600.0,2560.0,7440.0,7360.0,1.0,8.0,10.0,24.0,64.0,176.0,368.0,464.0,2.3716000000000004,8.9936,15.369200000000005,27.22720000000001,0.0,-16.88,-6.62,-47.07999999999999,0.0,256.0,214.0,776.0,0.0,0.0,0.0,0.0,0.0,42.0,34.0,134.0,0.0,6.480000000000003,5.420000000000001,19.28,157.58189999999996,315.99600000000004,519.8504000000001,589.112,660.0,1344.0,1958.0,2144.0,23.0,48.0,80.0,92.0,132.0,334.0,448.0,508.0,9.7487,23.284800000000008,34.37760000000001,39.31799999999999,11.833599999999995,8.771999999999995,20.60559999999999,17.54399999999999,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621000000000003,1.095,1.1242000000000003,28.09,59.89000000000001,87.98,119.78000000000002,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4567.71,1.38468,0.0,0.0,0.0,375.974,823.113,594.44,0.0,0.0,0.0,202.258,0.04428,0.0319784,0.0,0.0,0.0,1011.75,0.2215,0.159964,7.35916,2.21393,7.35885
DB1-Uio66Zr-irmof6_A-imdb_No4,0.15,236.312885,486.6785999999997,920.8192000000004,4251.559199999998,4714.176000000003,12084.0,33088.0,72384.0,91776.0,54.0,152.0,432.0,672.0,632.0,2336.0,4812.0,6360.0,38.94480000000002,137.0648000000001,306.56640000000016,470.58720000000017,1.7688999999999997,36.60160000000001,26.49360000000001,105.06999999999996,1600.0,2560.0,7440.0,7360.0,1.0,8.0,10.0,24.0,64.0,176.0,368.0,464.0,2.3716000000000004,8.9936,15.369200000000005,27.22720000000001,0.0,-16.88,-6.62,-47.07999999999999,0.0,256.0,214.0,776.0,0.0,0.0,0.0,0.0,0.0,42.0,34.0,134.0,0.0,6.480000000000003,5.420000000000001,19.28,157.58189999999996,315.99600000000004,519.8504000000001,589.112,660.0,1344.0,1958.0,2144.0,23.0,48.0,80.0,92.0,132.0,334.0,448.0,508.0,9.7487,23.284800000000008,34.37760000000001,39.31799999999999,11.833599999999995,8.771999999999995,20.60559999999999,17.54399999999999,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621000000000003,1.095,1.1242000000000003,28.09,59.89000000000001,87.98,119.78000000000002,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4567.71,1.38468,0.0,0.0,0.0,375.974,823.113,594.44,0.0,0.0,0.0,202.258,0.04428,0.0319784,0.0,0.0,0.0,1011.75,0.2215,0.159964,7.35916,2.21393,7.35885
DB1-Uio66Zr-BDC_A_No24,0.015,55.77495,486.6785999999997,920.8192000000006,4251.559199999997,4714.176000000003,12084.0,33088.0,72384.0,91776.0,54.0,152.0,432.0,672.0,632.0,2336.0,4812.0,6360.0,38.94480000000001,137.06480000000013,306.56640000000027,470.5872000000002,1.7689,36.60160000000001,26.493600000000004,105.06999999999998,1600.0,2560.0,7440.0,7360.0,1.0,8.0,10.0,24.0,64.0,176.0,368.0,464.0,2.3716000000000004,8.9936,15.369200000000005,27.22720000000001,0.0,-16.88,-6.619999999999998,-47.07999999999999,0.0,256.0,214.0,776.0,0.0,0.0,0.0,0.0,0.0,42.0,34.0,134.0,0.0,6.480000000000003,5.420000000000001,19.28,130.548,240.556,361.1884,432.25500000000005,612.0,1108.0,1636.0,1710.0,17.0,34.0,50.0,62.0,84.0,202.0,274.0,282.0,7.9552999999999985,17.357000000000003,24.7234,27.7486,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.78,0.0,0.8900000000000002,0.8900000000000002,1.7800000000000005,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,11.8336,16.34,17.543999999999997,33.884,64.0,56.0,96.0,152.0,1.0,2.0,2.0,4.0,4.0,8.0,12.0,20.0,0.5328999999999998,0.8322000000000002,1.1242,1.9564,28.09,83.77768300000001,119.78,203.557683,0.0,2.1299999999999994,1.7800000000000005,3.91,0.0,9.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.3199999999999999,-0.08,0.2399999999999998,0.0,-5.207110000000001,-12.000000000000002,-17.207110000000004,2235.84,1.30718,0.0,0.0,0.0,246.52,1102.58,843.483,0.0,0.0,0.0,134.732,0.06026,0.0460993,0.0,0.0,0.0,726.649,0.325,0.248627,7.33135,3.70023,7.31327
DB1-Uio66Zr-BDC_A_No24,0.15,109.124895,486.6785999999997,920.8192000000006,4251.559199999997,4714.176000000003,12084.0,33088.0,72384.0,91776.0,54.0,152.0,432.0,672.0,632.0,2336.0,4812.0,6360.0,38.94480000000001,137.06480000000013,306.56640000000027,470.5872000000002,1.7689,36.60160000000001,26.493600000000004,105.06999999999998,1600.0,2560.0,7440.0,7360.0,1.0,8.0,10.0,24.0,64.0,176.0,368.0,464.0,2.3716000000000004,8.9936,15.369200000000005,27.22720000000001,0.0,-16.88,-6.619999999999998,-47.07999999999999,0.0,256.0,214.0,776.0,0.0,0.0,0.0,0.0,0.0,42.0,34.0,134.0,0.0,6.480000000000003,5.420000000000001,19.28,130.548,240.556,361.1884,432.25500000000005,612.0,1108.0,1636.0,1710.0,17.0,34.0,50.0,62.0,84.0,202.0,274.0,282.0,7.9552999999999985,17.357000000000003,24.7234,27.7486,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.78,0.0,0.8900000000000002,0.8900000000000002,1.7800000000000005,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,11.8336,16.34,17.543999999999997,33.884,64.0,56.0,96.0,152.0,1.0,2.0,2.0,4.0,4.0,8.0,12.0,20.0,0.5328999999999998,0.8322000000000002,1.1242,1.9564,28.09,83.77768300000001,119.78,203.557683,0.0,2.1299999999999994,1.7800000000000005,3.91,0.0,9.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.3199999999999999,-0.08,0.2399999999999998,0.0,-5.207110000000001,-12.000000000000002,-17.207110000000004,2235.84,1.30718,0.0,0.0,0.0,246.52,1102.58,843.483,0.0,0.0,0.0,134.732,0.06026,0.0460993,0.0,0.0,0.0,726.649,0.325,0.248627,7.33135,3.70023,7.31327
DB1-Uio66Zr-irmof10_A-irmof14_A_No157,0.015,5.96503,486.6785999999998,920.8191999999996,4251.559199999999,4714.176000000001,12084.0,33088.0,72384.0,91776.0,54.0,152.0,432.0,672.0,632.0,2336.0,4812.0,6360.0,38.94480000000004,137.0648000000001,306.56640000000016,470.5872000000002,1.7689,36.60160000000001,26.493600000000004,105.06999999999996,1600.0,2560.0,7440.0,7360.0,1.0,8.0,10.0,24.0,64.0,176.0,368.0,464.0,2.3716000000000004,8.9936,15.369200000000005,27.22720000000001,0.0,-16.88,-6.619999999999998,-47.07999999999999,0.0,256.0,214.0,776.0,0.0,0.0,0.0,0.0,0.0,42.0,34.0,134.0,0.0,6.480000000000003,5.420000000000001,19.280000000000005,193.4308,379.44,605.9884,766.1177333333334,1464.0,2080.0,3312.0,4148.666666666667,26.666666666666668,56.0,88.0,114.0,144.0,360.0,520.0,575.3333333333334,13.890133333333331,30.25586666666668,46.28853333333334,56.56953333333333,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.78,0.0,0.8900000000000002,0.8900000000000002,1.7800000000000005,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,9.985600000000003,8.058,16.116,31.6316,289.0,102.0,204.0,368.3333333333333,1.0,1.0,2.0,4.0,1.0,3.0,6.0,10.0,0.9801,0.7622999999999999,1.5245999999999995,2.7555,213.16,164.98000000000002,329.96000000000004,585.3031716666667,0.0,0.6100000000000003,1.2200000000000006,2.630000000000001,0.0,11.0,22.0,46.333333333333336,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-6.0,0.0,0.2199999999999999,0.4399999999999999,1.1766666666666663,0.0,3.2999999999999985,6.599999999999997,18.31074166666666,4791.32,0.918738,903.718,1886.16,2052.99,0.0,0.0,0.0,994.486,0.20756,0.225919,0.0,0.0,0.0,2618.46,0.5465,0.594838,0.0,0.0,0.0,10.06126,6.56005,10.06126
DB1-Uio66Zr-irmof10_A-irmof14_A_No157,0.15,38.81092,486.6785999999998,920.8191999999996,4251.559199999999,4714.176000000001,12084.0,33088.0,72384.0,91776.0,54.0,152.0,432.0,672.0,632.0,2336.0,4812.0,6360.0,38.94480000000004,137.0648000000001,306.56640000000016,470.5872000000002,1.7689,36.60160000000001,26.493600000000004,105.06999999999996,1600.0,2560.0,7440.0,7360.0,1.0,8.0,10.0,24.0,64.0,176.0,368.0,464.0,2.3716000000000004,8.9936,15.369200000000005,27.22720000000001,0.0,-16.88,-6.619999999999998,-47.07999999999999,0.0,256.0,214.0,776.0,0.0,0.0,0.0,0.0,0.0,42.0,34.0,134.0,0.0,6.480000000000003,5.420000000000001,19.280000000000005,193.4308,379.44,605.9884,766.1177333333334,1464.0,2080.0,3312.0,4148.666666666667,26.666666666666668,56.0,88.0,114.0,144.0,360.0,520.0,575.3333333333334,13.890133333333331,30.25586666666668,46.28853333333334,56.56953333333333,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.78,0.0,0.8900000000000002,0.8900000000000002,1.7800000000000005,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,9.985600000000003,8.058,16.116,31.6316,289.0,102.0,204.0,368.3333333333333,1.0,1.0,2.0,4.0,1.0,3.0,6.0,10.0,0.9801,0.7622999999999999,1.5245999999999995,2.7555,213.16,164.98000000000002,329.96000000000004,585.3031716666667,0.0,0.6100000000000003,1.2200000000000006,2.630000000000001,0.0,11.0,22.0,46.333333333333336,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-6.0,0.0,0.2199999999999999,0.4399999999999999,1.1766666666666663,0.0,3.2999999999999985,6.599999999999997,18.31074166666666,4791.32,0.918738,903.718,1886.16,2052.99,0.0,0.0,0.0,994.486,0.20756,0.225919,0.0,0.0,0.0,2618.46,0.5465,0.594838,0.0,0.0,0.0,10.06126,6.56005,10.06126
DB1-Uio66Zr-irmof20_A_No6,0.015,5.74027,486.6785999999997,920.8192000000006,4251.559199999997,4714.176000000003,12084.0,33088.0,72384.0,91776.0,54.0,152.0,432.0,672.0,632.0,2336.0,4812.0,6360.0,38.94480000000001,137.06480000000013,306.56640000000027,470.5872000000002,1.7689,36.60160000000001,26.493600000000004,105.06999999999998,1600.0,2560.0,7440.0,7360.0,1.0,8.0,10.0,24.0,64.0,176.0,368.0,464.0,2.3716000000000004,8.9936,15.369200000000005,27.22720000000001,0.0,-16.88,-6.619999999999998,-47.07999999999999,0.0,256.0,214.0,776.0,0.0,0.0,0.0,0.0,0.0,42.0,34.0,134.0,0.0,6.480000000000003,5.420000000000001,19.28,127.4928,241.179,381.4864,381.8286,1346.0,1872.0,3184.0,4392.0,16.0,34.0,52.0,52.0,86.0,210.0,292.0,238.0,10.0726,21.175,32.87,33.7142,11.8336,8.771999999999998,20.605599999999995,17.647199999999998,64.0,48.0,112.0,176.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,5.0,0.5328999999999998,0.5621,1.095,1.3067000000000002,28.09,59.88999999999999,87.98,162.71,0.0,0.8900000000000002,0.8900000000000002,1.75,0.0,2.0,2.0,-6.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-3.0,0.0,-0.04,-0.04,-0.33,0.0,-6.000000000000001,-6.000000000000001,-20.1,7.766133333333333,11.457999999999998,22.916,40.683600000000006,267.0,162.0,324.0,846.6666666666666,1.0,1.6666666666666667,3.333333333333333,5.333333333333333,3.0,9.0,18.0,15.333333333333334,1.0203,1.3013,2.6026,4.316200000000001,321.96,347.2866666666667,694.5733333333334,1080.078622666667,0.0,0.2433333333333337,0.4866666666666675,-0.4666666666666662,0.0,17.0,34.0,34.666666666666664,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,0.0,0.0,0.4066666666666667,0.8133333333333334,1.1333333333333335,0.0,11.899999999999997,23.8,36.32859333333332,3163.9,1.17744,526.583,1664.35,1413.53,0.0,0.0,0.0,375.744,0.11876,0.100863,0.0,0.0,0.0,1347.82,0.426,0.361801,0.0,0.0,0.0,8.33703,4.44183,8.21513
DB1-Uio66Zr-irmof20_A_No6,0.15,44.582705,486.6785999999997,920.8192000000006,4251.559199999997,4714.176000000003,12084.0,33088.0,72384.0,91776.0,54.0,152.0,432.0,672.0,632.0,2336.0,4812.0,6360.0,38.94480000000001,137.06480000000013,306.56640000000027,470.5872000000002,1.7689,36.60160000000001,26.493600000000004,105.06999999999998,1600.0,2560.0,7440.0,7360.0,1.0,8.0,10.0,24.0,64.0,176.0,368.0,464.0,2.3716000000000004,8.9936,15.369200000000005,27.22720000000001,0.0,-16.88,-6.619999999999998,-47.07999999999999,0.0,256.0,214.0,776.0,0.0,0.0,0.0,0.0,0.0,42.0,34.0,134.0,0.0,6.480000000000003,5.420000000000001,19.28,127.4928,241.179,381.4864,381.8286,1346.0,1872.0,3184.0,4392.0,16.0,34.0,52.0,52.0,86.0,210.0,292.0,238.0,10.0726,21.175,32.87,33.7142,11.8336,8.771999999999998,20.605599999999995,17.647199999999998,64.0,48.0,112.0,176.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,5.0,0.5328999999999998,0.5621,1.095,1.3067000000000002,28.09,59.88999999999999,87.98,162.71,0.0,0.8900000000000002,0.8900000000000002,1.75,0.0,2.0,2.0,-6.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-3.0,0.0,-0.04,-0.04,-0.33,0.0,-6.000000000000001,-6.000000000000001,-20.1,7.766133333333333,11.457999999999998,22.916,40.683600000000006,267.0,162.0,324.0,846.6666666666666,1.0,1.6666666666666667,3.333333333333333,5.333333333333333,3.0,9.0,18.0,15.333333333333334,1.0203,1.3013,2.6026,4.316200000000001,321.96,347.2866666666667,694.5733333333334,1080.078622666667,0.0,0.2433333333333337,0.4866666666666675,-0.4666666666666662,0.0,17.0,34.0,34.666666666666664,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,0.0,0.0,0.4066666666666667,0.8133333333333334,1.1333333333333335,0.0,11.899999999999997,23.8,36.32859333333332,3163.9,1.17744,526.583,1664.35,1413.53,0.0,0.0,0.0,375.744,0.11876,0.100863,0.0,0.0,0.0,1347.82,0.426,0.361801,0.0,0.0,0.0,8.33703,4.44183,8.21513
DB1-Uio66Zr-BDC_A-irmof6_A_No421,0.015,320.601585,486.6785999999997,920.8192000000006,4251.559199999997,4714.176000000003,12084.0,33088.0,72384.0,91776.0,54.0,152.0,432.0,672.0,632.0,2336.0,4812.0,6360.0,38.94480000000001,137.06480000000013,306.56640000000027,470.5872000000002,1.7689,36.60160000000001,26.493600000000004,105.06999999999998,1600.0,2560.0,7440.0,7360.0,1.0,8.0,10.0,24.0,64.0,176.0,368.0,464.0,2.3716000000000004,8.9936,15.369200000000005,27.22720000000001,0.0,-16.88,-6.619999999999998,-47.07999999999999,0.0,256.0,214.0,776.0,0.0,0.0,0.0,0.0,0.0,42.0,34.0,134.0,0.0,6.480000000000003,5.420000000000001,19.28,218.03016666666664,386.6298333333333,585.0857333333332,706.2153333333332,1157.6666666666667,2051.333333333333,3089.333333333333,3705.3333333333335,23.5,47.333333333333336,71.66666666666667,89.0,119.66666666666669,290.3333333333333,407.6666666666667,509.0,12.725816666666663,26.47833333333333,39.5349,48.963566666666686,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.78,0.0,0.8900000000000002,0.8900000000000002,1.7800000000000005,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,11.1136,16.496222222222226,18.67822222222221,24.421111111111102,59.833333333333336,83.22222222222224,101.55555555555556,127.2777777777778,1.0,1.7222222222222223,2.0,2.888888888888889,3.722222222222222,7.166666666666667,9.22222222222222,16.666666666666668,0.5411222222222222,0.90745,1.1165333333333336,1.5881222222222222,35.49833333333333,80.76850272222224,115.29666666666668,185.3651693888889,0.0,0.4911111111111113,1.0633333333333337,2.04888888888889,0.0,1.7777777777777783,2.333333333333333,5.222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,-1.4444444444444444,-2.555555555555555,0.0,0.0477777777777777,-0.0466666666666667,-0.0211111111111111,0.0,-1.9511850000000008,-7.500000000000001,-12.784518333333336,2235.84,1.93548,0.0,0.0,0.0,136.011,608.319,314.298,0.0,0.0,0.0,74.7219,0.03342,0.017267,0.0,0.0,0.0,467.291,0.209,0.107983,7.31796,1.16686,7.31327
