filename,p/bar,Di,Df,Density,AVA,ASA,NAVA,NASA,UC_volume,Gamma_cage_window,DeltaD_cage_window,Eta_wall,Phi_accessible,hoa/kcal/mol,mmol/g,S(g1)
DB1-Uio66Zr-BDC_A-irmof6_A_No416,0.15,7.31796,0.49925,1.99044,0.0,0.0,74.4536,135.526,2235.84,14.657906860290435,6.81871,,0.0,8.528869,2.291665,229.633385
DB1-Uio66Zr-BDC_A-irmof7_A_No422,0.015,6.32717,2.9609,1.64167,0.0,0.0,50.2617,120.91,2235.84,2.136907696984025,3.3662699999999997,,0.0,8.662459,1.100354,300.575145
DB1-Uio66Zr-BDC_A-irmof7_A_No422,0.15,6.32717,2.9609,1.64167,0.0,0.0,50.2617,120.91,2235.84,2.136907696984025,3.3662699999999997,,0.0,9.470072,3.106978,233.414325
DB1-Uio66Zr-BDC_A-irmof6_A_No456,0.015,7.31796,3.57783,1.32579,0.0,0.0,122.39,232.518,2235.84,2.0453626919110186,3.74013,,0.0,6.742235,0.353064,95.492775
DB1-Uio66Zr-BDC_A-irmof6_A_No456,0.15,7.31796,3.57783,1.32579,0.0,0.0,122.39,232.518,2235.84,2.0453626919110186,3.74013,,0.0,6.95893,2.131475,126.01986
DB1-Uio66Zr-BDC_A-irmof7_A_No320,0.015,6.46004,2.68239,1.51986,0.0,0.0,67.5672,157.307,2235.84,2.408314972841384,3.7776500000000004,,0.0,8.545935,1.12019,300.371845
DB1-Uio66Zr-BDC_A-irmof7_A_No320,0.15,6.46004,2.68239,1.51986,0.0,0.0,67.5672,157.307,2235.84,2.408314972841384,3.7776500000000004,,0.0,7.427369,2.831857,232.18811
DB1-Uio66Zr-BDC_A-irmof7_A_No360,0.015,7.04707,3.27282,1.41272,0.0,0.0,88.0922,206.655,2235.84,2.15321038126142,3.77425,,0.0,7.603568,0.627053,162.399815
DB1-Uio66Zr-BDC_A-irmof7_A_No360,0.15,7.04707,3.27282,1.41272,0.0,0.0,88.0922,206.655,2235.84,2.15321038126142,3.77425,,0.0,7.138842,2.821548,184.02944
DB1-Uio66Zr-BDC_A-irmof6_A_No54,0.015,7.31796,2.44882,1.85159,0.0,0.0,82.3684,160.293,2235.84,2.9883617415734927,4.86914,,0.0,7.587448,0.424585,147.49748
DB1-Uio66Zr-BDC_A-irmof6_A_No54,0.15,7.31796,2.44882,1.85159,0.0,0.0,82.3684,160.293,2235.84,2.9883617415734927,4.86914,,0.0,7.125587,1.674898,148.8331
DB1-Uio66Zr-BDC_A-DABCO_A_No27,0.015,6.6053,2.97002,1.54804,0.0,0.0,54.644,122.324,2235.84,2.2239917576312616,3.63528,,0.0,7.294842,0.554798,161.297855
DB1-Uio66Zr-BDC_A-DABCO_A_No27,0.15,6.6053,2.97002,1.54804,0.0,0.0,54.644,122.324,2235.84,2.2239917576312616,3.63528,,0.0,8.402618,2.370151,155.408915
DB1-Uio66Zr-BDC_A-irmof6_A_No94,0.015,7.31796,2.25297,1.47659,0.0,0.0,91.6248,179.348,2235.84,3.248139123024275,5.06499,,0.0,7.642083,0.874309,228.859835
DB1-Uio66Zr-BDC_A-irmof6_A_No94,0.15,7.31796,2.25297,1.47659,0.0,0.0,91.6248,179.348,2235.84,3.248139123024275,5.06499,,0.0,9.561123,2.744503,219.43502
DB1-Uio66Zr-BDC_A-TED_A_No8,0.015,6.24634,2.95173,1.51553,0.0,0.0,67.2542,151.375,2235.84,2.1161623861261023,3.29461,,0.0,7.142622,0.306554,87.06595
DB1-Uio66Zr-BDC_A-TED_A_No8,0.15,6.24634,2.95173,1.51553,0.0,0.0,67.2542,151.375,2235.84,2.1161623861261023,3.29461,,0.0,7.379042,1.440157,112.61134
DB1-Uio66Zr-irmof10_A_No3,0.015,12.19583,6.56407,0.793296,1147.81,903.9,0.0,0.0,4791.32,1.857967693824106,5.631760000000001,0.7874996732908757,0.23956028818780628,5.867025,0.132343,4.910325
DB1-Uio66Zr-irmof10_A_No3,0.15,12.19583,6.56407,0.793296,1147.81,903.9,0.0,0.0,4791.32,1.857967693824106,5.631760000000001,0.7874996732908757,0.23956028818780628,5.659754,1.3444,49.74537
DB1-Uio66Zr-BDC_A-irmof6_A_No145,0.015,7.31796,2.72463,1.62823,0.0,0.0,86.8849,171.604,2235.84,2.6858545931007147,4.59333,,0.0,7.064374,0.463875,143.759415
DB1-Uio66Zr-BDC_A-irmof6_A_No145,0.15,7.31796,2.72463,1.62823,0.0,0.0,86.8849,171.604,2235.84,2.6858545931007147,4.59333,,0.0,7.68048,1.935546,155.14333
DB1-Uio66Zr-BDC_A-irmof7_A_No131,0.015,6.25233,2.71718,1.83587,0.0,0.0,60.9938,147.611,2235.84,2.3010363685880213,3.53515,,0.0,8.367836,0.913168,285.909055
DB1-Uio66Zr-BDC_A-irmof7_A_No131,0.15,6.25233,2.71718,1.83587,0.0,0.0,60.9938,147.611,2235.84,2.3010363685880213,3.53515,,0.0,8.687729,2.234102,214.31747
DB1-Uio66Zr-BDC_A-irmof7_A_No397,0.015,7.04211,3.26166,1.582,0.0,0.0,82.279,179.089,2235.84,2.159057044572396,3.78045,,0.0,8.810766,1.408913,377.67352
DB1-Uio66Zr-BDC_A-irmof7_A_No397,0.15,7.04211,3.26166,1.582,0.0,0.0,82.279,179.089,2235.84,2.159057044572396,3.78045,,0.0,10.346239,3.743483,316.16399
DB1-Uio66Zr-irmof6_A-imdb_No4,0.015,7.35916,2.21393,1.38468,0.0,0.0,202.258,375.974,4567.71,3.3240256015321172,5.14523,,0.0,7.996131,1.256182,242.171445
DB1-Uio66Zr-irmof6_A-imdb_No4,0.15,7.35916,2.21393,1.38468,0.0,0.0,202.258,375.974,4567.71,3.3240256015321172,5.14523,,0.0,8.073681,3.309359,236.312885
DB1-Uio66Zr-BDC_A_No24,0.015,7.33135,3.70023,1.30718,0.0,0.0,134.732,246.52,2235.84,1.981322782637836,3.6311199999999997,,0.0,6.55053,0.267218,55.77495
DB1-Uio66Zr-BDC_A_No24,0.15,7.33135,3.70023,1.30718,0.0,0.0,134.732,246.52,2235.84,1.981322782637836,3.6311199999999997,,0.0,6.806363,1.942478,109.124895
DB1-Uio66Zr-irmof10_A-irmof14_A_No157,0.015,10.06126,6.56005,0.918738,994.486,903.718,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,0.9087287302184244,0.20755992085688288,5.942466,0.111589,5.96503
DB1-Uio66Zr-irmof10_A-irmof14_A_No157,0.15,10.06126,6.56005,0.918738,994.486,903.718,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,0.9087287302184244,0.20755992085688288,5.336043,0.884244,38.81092
DB1-Uio66Zr-irmof20_A_No6,0.015,8.33703,4.44183,1.17744,375.744,526.583,0.0,0.0,3163.9,1.876935857518185,3.8952,1.4014408746380513,0.11875975852586998,5.847627,0.10666,5.74027
DB1-Uio66Zr-irmof20_A_No6,0.15,8.33703,4.44183,1.17744,375.744,526.583,0.0,0.0,3163.9,1.876935857518185,3.8952,1.4014408746380513,0.11875975852586998,5.948029,0.910926,44.582705
DB1-Uio66Zr-BDC_A-irmof6_A_No421,0.015,7.31796,1.16686,1.93548,0.0,0.0,74.7219,136.011,2235.84,6.271497866067909,6.1511000000000005,,0.0,8.110932,0.985227,320.601585
DB1-Uio66Zr-BDC_A-irmof6_A_No421,0.15,7.31796,1.16686,1.93548,0.0,0.0,74.7219,136.011,2235.84,6.271497866067909,6.1511000000000005,,0.0,9.002023,2.154588,213.457715
DB1-Uio66Zr-BDC_A-irmof7_A_No20,0.015,6.46004,2.68239,1.49609,0.0,0.0,67.6119,161.242,2235.84,2.408314972841384,3.7776500000000004,,0.0,8.601734,1.122999,312.23403
DB1-Uio66Zr-BDC_A-irmof7_A_No20,0.15,6.46004,2.68239,1.49609,0.0,0.0,67.6119,161.242,2235.84,2.408314972841384,3.7776500000000004,,0.0,8.071809,2.766306,225.193855
DB1-Uio66Zr-irmof10_A-irmof14_A_No11,0.015,10.75269,6.56005,0.803648,1094.34,945.594,0.0,0.0,4791.32,1.6391170799003054,4.192639999999999,0.8640769779044905,0.2284005242814089,6.152685,0.153687,8.057865
DB1-Uio66Zr-irmof10_A-irmof14_A_No11,0.15,10.75269,6.56005,0.803648,1094.34,945.594,0.0,0.0,4791.32,1.6391170799003054,4.192639999999999,0.8640769779044905,0.2284005242814089,5.728702,1.218784,46.6258
DB1-Uio66Zr-irmof10_A-irmof14_A_No367,0.015,10.06126,4.61046,0.823094,798.808,889.143,0.0,0.0,4791.32,2.1822681467792804,5.450800000000001,1.1130872500025037,0.16671981833816152,6.317341,0.196949,9.79398
DB1-Uio66Zr-irmof10_A-irmof14_A_No367,0.15,10.06126,4.61046,0.823094,798.808,889.143,0.0,0.0,4791.32,2.1822681467792804,5.450800000000001,1.1130872500025037,0.16671981833816152,5.821546,1.312121,46.07326
DB1-Uio66Zr-irmof14_A_No1,0.015,10.66289,4.98036,0.841343,847.428,911.646,0.0,0.0,4754.42,2.1409878000787095,5.682530000000001,1.0757798892649286,0.17824003769124308,5.52663,0.132973,6.21207
DB1-Uio66Zr-irmof14_A_No1,0.15,10.66289,4.98036,0.841343,847.428,911.646,0.0,0.0,4754.42,2.1409878000787095,5.682530000000001,1.0757798892649286,0.17824003769124308,5.927876,1.513713,48.63742
DB1-Uio66Zr-BDC_A-irmof7_A_No420,0.015,6.46004,2.9609,1.59414,0.0,0.0,53.7497,127.332,2235.84,2.1817825661116554,3.49914,,0.0,9.224318,1.053316,285.135425
DB1-Uio66Zr-BDC_A-irmof7_A_No420,0.15,6.46004,2.9609,1.59414,0.0,0.0,53.7497,127.332,2235.84,2.1817825661116554,3.49914,,0.0,9.784438,3.021949,216.489475
DB1-Uio66Zr-BDC_A-irmof7_A_No149,0.015,6.25233,2.71718,1.80701,0.0,0.0,60.6808,145.637,2235.84,2.3010363685880213,3.53515,,0.0,8.677674,0.919172,277.45646
DB1-Uio66Zr-BDC_A-irmof7_A_No149,0.15,6.25233,2.71718,1.80701,0.0,0.0,60.6808,145.637,2235.84,2.3010363685880213,3.53515,,0.0,7.685439,2.363353,239.355595
DB1-Uio66Zr-BDC_A-irmof7_A_No109,0.015,6.54588,2.25401,1.44408,0.0,0.0,64.2134,168.579,2235.84,2.9041042408862427,4.29187,,0.0,8.309138,0.885856,228.791755
DB1-Uio66Zr-BDC_A-irmof7_A_No109,0.15,6.54588,2.25401,1.44408,0.0,0.0,64.2134,168.579,2235.84,2.9041042408862427,4.29187,,0.0,8.455295,2.702938,216.617335
DB1-Uio66Zr-BDC_A-irmof6_A_No233,0.015,7.31796,3.43092,1.44241,0.0,0.0,79.9537,177.853,2235.84,2.1329439334056173,3.8870400000000003,,0.0,7.434365,0.54773,148.88138
DB1-Uio66Zr-BDC_A-irmof6_A_No233,0.15,7.31796,3.43092,1.44241,0.0,0.0,79.9537,177.853,2235.84,2.1329439334056173,3.8870400000000003,,0.0,7.661529,2.541367,165.45946
DB1-Uio66Zr-irmof10_A-irmof14_A_No312,0.015,10.06126,3.23877,0.837343,0.0,0.0,593.453,628.765,4791.32,3.1065064823991824,6.82249,,0.0,7.770175,1.040872,113.274225
DB1-Uio66Zr-irmof10_A-irmof14_A_No312,0.15,10.06126,3.23877,0.837343,0.0,0.0,593.453,628.765,4791.32,3.1065064823991824,6.82249,,0.0,8.706366,8.079503,192.5617
DB1-Uio66Zr-irmof10_A-irmof14_A_No406,0.015,10.06126,4.61046,0.825827,823.436,915.647,0.0,0.0,4791.32,2.1822681467792804,5.450800000000001,1.1119832020946376,0.17185994673701613,5.39602,0.111879,4.745755
DB1-Uio66Zr-irmof10_A-irmof14_A_No406,0.15,10.06126,4.61046,0.825827,823.436,915.647,0.0,0.0,4791.32,2.1822681467792804,5.450800000000001,1.1119832020946376,0.17185994673701613,5.70099,1.071324,39.438255
DB1-Uio66Zr-BDC_A-irmof7_A_No287,0.015,6.22741,2.01443,1.51693,0.0,0.0,59.2946,149.049,2235.84,3.091400545067339,4.21298,,0.0,8.620052,1.206885,328.527745
DB1-Uio66Zr-BDC_A-irmof7_A_No287,0.15,6.22741,2.01443,1.51693,0.0,0.0,59.2946,149.049,2235.84,3.091400545067339,4.21298,,0.0,9.169772,2.728773,234.7217
DB1-Uio66Zr-BDC_A-irmof6_A_No96,0.015,7.31796,2.25052,1.58077,0.0,0.0,89.5231,172.145,2235.84,3.2516751684055243,5.06744,,0.0,10.178736,2.281401,581.69633
DB1-Uio66Zr-BDC_A-irmof6_A_No96,0.15,7.31796,2.25052,1.58077,0.0,0.0,89.5231,172.145,2235.84,3.2516751684055243,5.06744,,0.0,10.958367,3.722667,458.64221
DB1-Uio66Zr-BDC_A-imdb_No5,0.015,7.33179,3.48401,1.38937,0.0,0.0,236.016,465.225,4471.7,2.1044112961788284,3.8477799999999998,,0.0,6.628329,0.257729,29.296985
DB1-Uio66Zr-BDC_A-imdb_No5,0.15,7.33179,3.48401,1.38937,0.0,0.0,236.016,465.225,4471.7,2.1044112961788284,3.8477799999999998,,0.0,6.322959,1.655464,96.63718
DB1-Uio66Zr-BDC_A-irmof7_A_No291,0.015,6.22964,3.65413,1.39419,0.0,0.0,88.9865,220.833,2235.84,1.7048216675378272,2.57551,,0.0,7.579307,0.586994,153.43966
DB1-Uio66Zr-BDC_A-irmof7_A_No291,0.15,6.22964,3.65413,1.39419,0.0,0.0,88.9865,220.833,2235.84,1.7048216675378272,2.57551,,0.0,7.489382,2.491883,157.8842
DB1-Uio66Zr-irmof10_A-irmof14_A_No29,0.015,10.06126,6.56005,0.772425,1087.25,969.573,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,0.8917663830765693,0.22692076505013234,5.440807,0.137109,5.625525
DB1-Uio66Zr-irmof10_A-irmof14_A_No29,0.15,10.06126,6.56005,0.772425,1087.25,969.573,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,0.8917663830765693,0.22692076505013234,5.689508,0.963657,36.32899
DB1-Uio66Zr-BDC_A-irmof7_A_No2,0.015,6.46004,3.42594,1.56604,0.0,0.0,86.393,216.971,2235.84,1.8856255509436826,3.0341,,0.0,7.10796,0.316483,83.97927
DB1-Uio66Zr-BDC_A-irmof7_A_No2,0.15,6.46004,3.42594,1.56604,0.0,0.0,86.393,216.971,2235.84,1.8856255509436826,3.0341,,0.0,7.343101,1.980008,144.729875
DB1-Uio66Zr-irmof12_A-irmof14_A_No3,0.015,8.99832,3.96604,0.940255,584.089,736.377,0.0,0.0,4847.21,2.2688424725923086,5.03228,1.2607273891478865,0.12050004022932781,6.401792,0.177107,7.70542
DB1-Uio66Zr-irmof12_A-irmof14_A_No3,0.15,8.99832,3.96604,0.940255,584.089,736.377,0.0,0.0,4847.21,2.2688424725923086,5.03228,1.2607273891478865,0.12050004022932781,6.081134,1.333703,55.30594
DB1-Uio66Zr-irmof6_A-irmof7_A_No18,0.015,6.52202,2.79812,1.45729,0.0,0.0,81.3963,171.502,2283.85,2.3308578617071465,3.7239000000000004,,0.0,7.803338,1.224657,308.18977
DB1-Uio66Zr-irmof6_A-irmof7_A_No18,0.15,6.52202,2.79812,1.45729,0.0,0.0,81.3963,171.502,2283.85,2.3308578617071465,3.7239000000000004,,0.0,9.212994,3.486947,263.978795
DB1-Uio66Zr-DPAC_A_No11,0.015,12.71503,6.33755,0.646329,2084.82,1496.11,0.0,0.0,6880.59,2.006300542007558,6.37748,0.7176207058642952,0.30300017876373975,4.834064,0.050743,1.733235
DB1-Uio66Zr-DPAC_A_No11,0.15,12.71503,6.33755,0.646329,2084.82,1496.11,0.0,0.0,6880.59,2.006300542007558,6.37748,0.7176207058642952,0.30300017876373975,4.53661,0.34521,8.607485
DB1-Uio66Zr-BDC_A-irmof6_A_No187,0.015,7.31796,3.46205,1.39501,0.0,0.0,108.081,220.03,2235.84,2.1137649658439366,3.85591,,0.0,6.680324,0.301948,59.95217
DB1-Uio66Zr-BDC_A-irmof6_A_No187,0.15,7.31796,3.46205,1.39501,0.0,0.0,108.081,220.03,2235.84,2.1137649658439366,3.85591,,0.0,6.876732,1.84129,106.38271
DB1-Uio66Zr-BDC_A-irmof7_A_No74,0.015,6.46004,2.93218,1.88278,0.0,0.0,63.7662,159.634,2235.84,2.203152603182615,3.5278600000000004,,0.0,7.588458,0.502145,175.03398
DB1-Uio66Zr-BDC_A-irmof7_A_No74,0.15,6.46004,2.93218,1.88278,0.0,0.0,63.7662,159.634,2235.84,2.203152603182615,3.5278600000000004,,0.0,8.064432,1.827926,175.325105
DB1-Uio66Zr-DPAC_A_No4,0.015,11.89626,5.72587,1.00355,1567.95,1277.68,0.0,0.0,6880.59,2.077633617249431,6.17039,0.814872923243726,0.22788016725309893,5.024476,0.041166,2.743305
DB1-Uio66Zr-DPAC_A_No4,0.15,11.89626,5.72587,1.00355,1567.95,1277.68,0.0,0.0,6880.59,2.077633617249431,6.17039,0.814872923243726,0.22788016725309893,5.145852,0.309792,12.87397
DB1-Uio66Zr-irmof8_A_No5,0.015,8.68561,2.4142,1.14309,0.0,0.0,268.11,355.655,3454.13,3.5977176704498386,6.27141,,0.0,6.070296,0.168735,15.3134
DB1-Uio66Zr-irmof8_A_No5,0.15,8.68561,2.4142,1.14309,0.0,0.0,268.11,355.655,3454.13,3.5977176704498386,6.27141,,0.0,6.856529,1.442331,74.470295
DB1-Uio66Zr-BDC_A-irmof6_A_No61,0.015,7.31796,2.44882,1.89234,0.0,0.0,82.0554,161.57,2235.84,2.9883617415734927,4.86914,,0.0,7.404443,0.3773,132.87634
DB1-Uio66Zr-BDC_A-irmof6_A_No61,0.15,7.31796,2.44882,1.89234,0.0,0.0,82.0554,161.57,2235.84,2.9883617415734927,4.86914,,0.0,7.819573,1.67577,156.91201
DB1-Uio66Zr-irmof10_A-irmof14_A_No554,0.015,10.06126,6.00548,1.0499,808.008,855.867,0.0,0.0,4791.32,1.6753465168479456,4.05578,1.0592308491995128,0.16863995725603803,6.471612,0.252331,15.93728
DB1-Uio66Zr-irmof10_A-irmof14_A_No554,0.15,10.06126,6.00548,1.0499,808.008,855.867,0.0,0.0,4791.32,1.6753465168479456,4.05578,1.0592308491995128,0.16863995725603803,6.082446,1.911168,75.89368
DB1-Uio66Zr-irmof10_A-irmof14_A_No195,0.015,10.06126,4.37138,0.926483,719.848,845.383,0.0,0.0,4791.32,2.30162099840325,5.6898800000000005,1.1743909825407588,0.15024001736473455,5.467988,0.098065,3.50264
DB1-Uio66Zr-irmof10_A-irmof14_A_No195,0.15,10.06126,4.37138,0.926483,719.848,845.383,0.0,0.0,4791.32,2.30162099840325,5.6898800000000005,1.1743909825407588,0.15024001736473455,5.518763,1.005996,40.328995
DB1-Uio66Zr-BDC_A-irmof7_A_No358,0.015,7.04211,3.26166,1.6279,0.0,0.0,77.3154,178.356,2235.84,2.159057044572396,3.78045,,0.0,9.225834,1.360526,389.644685
DB1-Uio66Zr-BDC_A-irmof7_A_No358,0.15,7.04211,3.26166,1.6279,0.0,0.0,77.3154,178.356,2235.84,2.159057044572396,3.78045,,0.0,10.793197,3.417191,305.552695
DB1-Uio66Zr-irmof8_A_No19,0.015,8.68561,3.14977,1.22127,0.0,0.0,306.589,415.594,3454.13,2.757537851970144,5.53584,,0.0,6.330736,0.226254,20.755935
DB1-Uio66Zr-irmof8_A_No19,0.15,8.68561,3.14977,1.22127,0.0,0.0,306.589,415.594,3454.13,2.757537851970144,5.53584,,0.0,7.36429,2.334978,112.543435
DB1-Uio66Zr-irmof6_A-irmof7_A_No132,0.015,6.35607,2.10665,1.47197,0.0,0.0,66.871,154.211,2283.85,3.0171457052666555,4.24942,,0.0,8.574388,1.16818,301.84491
DB1-Uio66Zr-irmof6_A-irmof7_A_No132,0.15,6.35607,2.10665,1.47197,0.0,0.0,66.871,154.211,2283.85,3.0171457052666555,4.24942,,0.0,8.661838,2.878175,249.83156
DB1-Uio66Zr-BDC_A-irmof6_A_No438,0.015,7.31796,3.26953,1.42521,0.0,0.0,102.133,202.115,2235.84,2.23822995965781,4.04843,,0.0,7.625354,0.507124,133.052495
DB1-Uio66Zr-BDC_A-irmof6_A_No438,0.15,7.31796,3.26953,1.42521,0.0,0.0,102.133,202.115,2235.84,2.23822995965781,4.04843,,0.0,7.136295,2.668684,175.068465
DB1-Uio66Zr-irmof10_A-irmof14_A_No183,0.015,10.06126,4.37138,0.902177,749.937,874.712,0.0,0.0,4791.32,2.30162099840325,5.6898800000000005,1.1663806426406484,0.15651991517995043,5.429522,0.093392,3.518075
DB1-Uio66Zr-irmof10_A-irmof14_A_No183,0.15,10.06126,4.37138,0.902177,749.937,874.712,0.0,0.0,4791.32,2.30162099840325,5.6898800000000005,1.1663806426406484,0.15651991517995043,5.413501,0.942165,32.494505
DB1-Uio66Zr-BDC_A-irmof6_A_No191,0.015,7.31796,2.71718,1.77874,0.0,0.0,86.7507,168.756,2235.84,2.6932187046864766,4.60078,,0.0,7.984863,0.887009,252.07461
DB1-Uio66Zr-BDC_A-irmof6_A_No191,0.15,7.31796,2.71718,1.77874,0.0,0.0,86.7507,168.756,2235.84,2.6932187046864766,4.60078,,0.0,9.369759,2.260414,163.84452
DB1-Uio66Zr-BDC_A-irmof6_A_No337,0.015,7.31796,3.52783,1.42817,0.0,0.0,104.637,209.224,2235.84,2.0743516552668355,3.7901300000000004,,0.0,7.282569,0.438096,121.93339
DB1-Uio66Zr-BDC_A-irmof6_A_No337,0.15,7.31796,3.52783,1.42817,0.0,0.0,104.637,209.224,2235.84,2.0743516552668355,3.7901300000000004,,0.0,8.385985,2.493956,175.865345
DB1-Uio66Zr-irmof20_A-imdb_No3,0.015,8.34579,3.81441,1.56586,516.729,786.684,0.0,0.0,6327.81,2.18796353826673,4.531379999999999,1.5224305196727876,0.08166000559435255,6.407287,0.117251,14.982425
DB1-Uio66Zr-irmof20_A-imdb_No3,0.15,8.34579,3.81441,1.56586,516.729,786.684,0.0,0.0,6327.81,2.18796353826673,4.531379999999999,1.5224305196727876,0.08166000559435255,5.998707,1.1806,81.08929
DB1-Uio66Zr-irmof20_A-imdb_No19,0.015,8.34579,3.97657,1.16973,606.964,944.666,0.0,0.0,6327.81,2.0987408746733993,4.3692199999999985,1.5563789615199584,0.0959200734535329,6.020497,0.117513,8.403495
DB1-Uio66Zr-irmof20_A-imdb_No19,0.15,8.34579,3.97657,1.16973,606.964,944.666,0.0,0.0,6327.81,2.0987408746733993,4.3692199999999985,1.5563789615199584,0.0959200734535329,6.469702,1.300808,68.87275
DB1-Uio66Zr-BDC_A-irmof6_A_No374,0.015,7.31796,2.01589,1.50056,0.0,0.0,86.1247,166.407,2235.84,3.630138549226396,5.3020700000000005,,0.0,8.398072,1.095676,283.05888
DB1-Uio66Zr-BDC_A-irmof6_A_No374,0.15,7.31796,2.01589,1.50056,0.0,0.0,86.1247,166.407,2235.84,3.630138549226396,5.3020700000000005,,0.0,8.090538,3.036561,257.83199
DB1-Uio66Zr-irmof20_A_No7,0.015,8.33703,3.96178,1.28591,296.267,433.216,0.0,0.0,3163.9,2.104364704753924,4.37525,1.4622485798283307,0.09363981162489332,6.04182,0.122343,8.459855
DB1-Uio66Zr-irmof20_A_No7,0.15,8.33703,3.96178,1.28591,296.267,433.216,0.0,0.0,3163.9,2.104364704753924,4.37525,1.4622485798283307,0.09363981162489332,6.355853,1.192765,66.423835
DB12-acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,0.015,8.49751,4.07254,1.27238,285.485,463.912,68.4281,126.453,4598.67,2.086538130994416,4.42497,1.6249960593376183,0.06207990571186887,6.251532,0.174494,13.43936
DB12-acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,0.15,8.49751,4.07254,1.27238,285.485,463.912,68.4281,126.453,4598.67,2.086538130994416,4.42497,1.6249960593376183,0.06207990571186887,6.397846,1.197627,69.76589
DB1-Uio66Zr-irmof10_A-irmof12_A_No15,0.015,10.33496,5.10407,0.808456,892.718,1035.55,0.0,0.0,4791.32,2.024846837915624,5.2308900000000005,1.159996773897244,0.18631984505313776,5.096495,0.08375,3.38769
DB1-Uio66Zr-irmof10_A-irmof12_A_No15,0.15,10.33496,5.10407,0.808456,892.718,1035.55,0.0,0.0,4791.32,2.024846837915624,5.2308900000000005,1.159996773897244,0.18631984505313776,5.449835,1.043031,38.255355
DB1-Uio66Zr-BDC_A-NiC4_No20,0.015,7.33179,3.68022,1.30717,0.0,0.0,270.538,509.905,4471.7,1.9922151393123237,3.65157,,0.0,6.756732,0.252448,19.25947
DB1-Uio66Zr-BDC_A-NiC4_No20,0.15,7.33179,3.68022,1.30717,0.0,0.0,270.538,509.905,4471.7,1.9922151393123237,3.65157,,0.0,7.026563,2.01432,116.603915
DB1-Uio66Zr-irmof6_A-irmof7_A_No16,0.015,6.52202,2.12478,1.66813,0.0,0.0,59.3343,133.19,2283.85,3.069503666261919,4.39724,,0.0,9.003319,1.175952,331.42443
DB1-Uio66Zr-irmof6_A-irmof7_A_No16,0.15,6.52202,2.12478,1.66813,0.0,0.0,59.3343,133.19,2283.85,3.069503666261919,4.39724,,0.0,8.394225,2.532268,225.45468
DB1-Uio66Zr-irmof10_A-irmof14_A_No501,0.015,10.06126,5.10407,0.827874,849.501,971.385,0.0,0.0,4791.32,1.97122296520228,4.957190000000001,1.1434771707155142,0.17729999248641293,5.803172,0.142434,6.354115
DB1-Uio66Zr-irmof10_A-irmof14_A_No501,0.15,10.06126,5.10407,0.827874,849.501,971.385,0.0,0.0,4791.32,1.97122296520228,4.957190000000001,1.1434771707155142,0.17729999248641293,5.152521,1.057556,41.726705
DB1-Uio66Zr-irmof10_A-irmof14_A_No326,0.015,10.06126,3.23877,0.88863,0.0,0.0,579.654,596.359,4791.32,3.1065064823991824,6.82249,,0.0,9.089367,3.102096,229.56879
DB1-Uio66Zr-irmof10_A-irmof14_A_No326,0.15,10.06126,3.23877,0.88863,0.0,0.0,579.654,596.359,4791.32,3.1065064823991824,6.82249,,0.0,8.535786,10.282966,197.99991
DB1-Uio66Zr-irmof6_A-NiC4_No13,0.015,7.35916,2.10672,1.4545,0.0,0.0,191.57,358.596,4567.71,3.4931837168679274,5.25244,,0.0,7.661302,1.253356,253.94922
DB1-Uio66Zr-irmof6_A-NiC4_No13,0.15,7.35916,2.10672,1.4545,0.0,0.0,191.57,358.596,4567.71,3.4931837168679274,5.25244,,0.0,9.245899,3.162384,240.18276
DB1-Uio66Zr-BDC_A-irmof6_A_No144,0.015,7.31796,2.73576,1.56964,0.0,0.0,87.5556,173.585,2235.84,2.6749276252302834,4.5822,,0.0,7.041529,0.39909,118.539165
DB1-Uio66Zr-BDC_A-irmof6_A_No144,0.15,7.31796,2.73576,1.56964,0.0,0.0,87.5556,173.585,2235.84,2.6749276252302834,4.5822,,0.0,7.035854,1.814747,126.82285
DB1-Uio66Zr-BDC_A-irmof6_A_No476,0.015,7.31796,3.25594,1.55233,0.0,0.0,90.5516,181.668,2235.84,2.24757212970755,4.06202,,0.0,9.840965,1.634446,447.96531
DB1-Uio66Zr-BDC_A-irmof6_A_No476,0.15,7.31796,3.25594,1.55233,0.0,0.0,90.5516,181.668,2235.84,2.24757212970755,4.06202,,0.0,11.284877,3.845084,344.564515
DB1-Uio66Zr-irmof10_A-irmof14_A_No161,0.015,10.06126,6.56005,0.901492,992.665,918.525,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,0.9253121647282819,0.2071798585775945,5.24692,0.109277,4.586475
DB1-Uio66Zr-irmof10_A-irmof14_A_No161,0.15,10.06126,6.56005,0.901492,992.665,918.525,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,0.9253121647282819,0.2071798585775945,5.426457,0.892581,34.504895
